Author,Title,Subtitle,ISBN 1,Publisher,TS,Pages,Language,Annotations,Illustrator,Translator,Original Title,Original language,Date of publishing
,Atlas koní,,9788025602263,V. Svojtka & Co.,3,96,?esk?,"Kon? fascinují ?lov?ka od nepam?ti – jejich síla, elegance jejich pohybu, hrdost, ale i p?átelství si získaly srdce lidí na celém sv?t?. Tato kniha p?iná?í p?ehled 50 nejoblíben?j?ích sportovních, rekrea?ních a westernov?ch koní, poník? a chladnokrevník?. Najdete zde na úchvatn?ch fotografiích nejoblíben?j?í plemena koní od plnokrevného araba po jezdeckého poníka. Seznámíte se znaky, p?vodem a roz?í?ením nejr?zn?j?ích plemen, povahou koní i jejich historií.",,,,,2009
"Krajsová, Ivana",Atlas ko?ního melanomu,Color Atlas of Cutaneous Melanoma,9788073451516,"Maxdorf, s.r.o.",8,248,"?esk?, anglick?","Melanom pat?í mezi velmi záva?né ko?ní nádory. Jeho prognóza p?itom zcela zásadn? závisí na tom, v jakém stadiu je stanovena diagnóza, resp. na tom, kdy léka? vysloví na tuto diagnózu podez?ení. Práv? v po?áte?ních stadiích m??e b?t rozpoznání melanomu dosti obtí?né a vy?aduje velkou vizuální zku?enost. S cílem pomoci dermatolog?m i praktick?m léka??m v základní diagnostice tohoto velmi zhoubného onemocn?ní nyní vychází dvojjazy?n? obrazov? atlas obsahující n?kolik set fotografií, které dokumentují nejr?zn?j?í typy a stadia melanomu. Autorkou atlasu je na?e p?ední odbornice v dermato¬onkologii. Základní orientaci v problematice melanomu ?tená? m??e najít v monografii této autorky Melanom, kterou vydalo nakladatelství Maxdorf v roce 2006.",,,,,2008
"McLeodová, Judyth",Atlas legendárních zemí,,9788073215927,Fortuna Libri,2,320,?esk?,"Tato publikace ukazuje ná? sv?t tak, jak jej postupn? vid?li na?i p?edkové v návaznosti na nové objevy, roz?i?ující se v?decké poznatky a geografické um?ní. Zachycuje p?íb?hy slavn?ch mo?eplavc? a v?zkumník?, geograf?, kartograf?, ale také p?íb?hy slavn?ch „zmizel?ch“ zemí nebo ostrov?, které se nacházely na ran?ch mapách (ne v?dy na stejném míst?) a pozd?ji na mapy u? prost? znázor?ovány nebyly. Co se s t?mito ostrovy stalo? Atlas legendárních zemí vám nabídne n?kolik mo?n?ch ?e?ení – proto?e co se opravdu stalo, to mo?ná zjistí a? dal?í generace. A nebo se to t?eba nedozvíme nikdy. Velice zajímav? erudovan? text doprovázejí unikátní reprodukce starobyl?ch map.",,"Zbavitel, Du?an",The Atlas of Legendary Lands,anglick?,2012
"Vav?í?ek, Du?an - ?imková Pancová, Pavlína",Atlas lesních p?d ?R,,9788075090072,Mendelova univerzita v Brn?,4,108,?esk?,"Atlas podává ucelen? p?ehled p?dních typ?, subtyp? a v?znamn?ch variet v nejroz?í?en?j?ích hlavních formách, které jsou dokumentovány obrázky p?dních profil? a jejich mikromorfologick?ch znak?. Jen ve zkrácené form? jsou charakterizovány diagnostické horizonty a vlastnosti.",,,,,2014
"King, Russell",Atlas lidské migrace,,9788020417060,"Mladá fronta, a.s.",2,192,?esk?,"Objevte fascinující historii pohybu lidstva b?hem tisíciletí lidské historie, od první cesty z Afriky p?es kolonizaci ?eck?ch ostrov? a vikingské objevné plavby po dne?ní migrace zp?sobené hladomory, pronásledováním, válkami ?i ekonomick?mi problémy. Kniha vás seznámí s hlavními p?í?inami migrace, ekonomick?mi a spole?ensk?mi dopady, tradi?ními sm?ry migrace a p?edvídá nové sm?ry lidské migrace. Jedine?né mapy, ?asové osy a srozumiteln? text odhalují motivaci a dopad masov?ch lidsk?ch migrací.",,"Olehla, Richard",,anglick?,2008
Diano Pierluigi,Atlas lidského t?la,,9788024216690,Euromedia Group k.s.,8,184,?esk?,"Tato kniha umo?ní ka?dému ?lenu rodiny u?init p?ekvapující objevy a proniknout k tajemství ?ivota. Ka?d? orgán a ka?dá ?ivotní funkce jsou nejprve, prost?ednictvím obrázk? a schémat, p?edstaveny jako systém, poté odhalíte, jak fungují v mikroskopickém m??ítku, tedy m??ítku lidskému oku nedostupnému, které nám m??e zprost?edkovat jen v?da!...",,Vanda Vybíralová,Il Grande Atlante del Corpo Umano/Atlas Human Body,italsk?,2006
"Vigué, Jordi – Orte, Emilio Martín",Atlas lidského t?la,,9788025504468,Rebo Productions CZ,3,164,?esk?,"Tato bohat? ilustrovaná publikace zasv?tí ?tená?e do tajemství fungování lidského t?la. Jednotlivé oddíly, zahrnující v?echny orgánové soustavy, nabízejí podrobná vyobrazení dopln?ná obsáhl?mi popisky, které postihují stavbu lidského t?la, vzájemn? vztah jednotliv?ch soustav a orgán? a jejich funkci. Kniha je zdrojem cenn?ch informací a v?domostí nejen pro u?itele a studenty, ale i pro ?ir?í ve?ejnost se zájmem o zdraví a lidské t?lo.",,,,,2010
"Viqué, Jordi",Atlas lidského t?la,,9788025509760,Rebo Productions CZ,3,164,?esk?,"Tato bohat? ilustrovaná publikace zasv?tí ?tená?e do tajemství fungování lidského t?la. Jednotlivé oddíly, zahrnující v?echny orgánové soustavy, nabízejí podrobná vyobrazení dopln?ná obsáhl?mi popisky, které postihují stavbu lidského t?la, vzájemn? vztah jednotliv?ch soustav a orgán? a jejich funkci. Kniha je zdrojem cenn?ch informací a v?domostí nejen pro u?itele a studenty, ale i pro ?ir?í ve?ejnost se zájmem o zdraví a lidské t?lo.  •kompletní p?ehled stavby a fungování lidského t?la •systematické ?len?ní podle jednotliv?ch orgánov?ch soustav •kvalitní barevné ilustrace s rozsáhl?m popisn?m aparátem •kniha se opírá o mezinárodní standardizované názvosloví b??n? roz?í?ené mezi odbornou léka?skou ve?ejností •orientaci usnad?ují r?znobarevná záhlaví a dal?í grafické prvky •obsáhl? rejst?ík",,,,,2015
"Cihelková, Ilona - Sou?ek, Petr",Atlas makulárních chorob,Atlas of Macular Diseases,9788072623709,Galén,8,521,?esk? a anglick?,"Obsáhl? atlas si klade za cíl zmapovat problematiku makulárních chorob v celé její ?í?i a podat aktuální a komplexní p?ehled o jejím sou?asném stavu. V úvodní ?ásti je popsána anatomie a diagnostické metody. Dal?í kapitoly jsou v?novány d?di?n?m chorobám, získan?m onemocn?ním makuly, cévním chorobám, zhoubn?m i nezhoubn?m nádor?m, úraz?m, toxick?m a zán?tliv?m onemocn?ním.",,,,,2005
"Waisová, ?árka a kol.",Atlas mezinárodních vztah?,Prostor a politika po skon?ení studené války,9788073800154,Vydavatelství a nakladatelství Ale? ?en?k,18,159,?esk?,"V?kladov? atlas mezinárodních vztah? autor? Fakulty filozofické Západo?eské univerzity v Plzni je v?born?m studijním materiálem, v?ukovou pom?ckou i publikací roz?i?ující odbornost t?ch, kte?í se primárn? soust?edí na n?kterou z p?íbuzn?ch spole?enskov?dních disciplín. Jde tedy o mimo?ádn? p?ínosn? titul, kter? jist? nalezne odezvu u ?irokého spektra ?tená?? z okruhu politolog?, ?urnalist?, historik? ?i student?. P?vodní ?eská publikace nemá v této podob? a rozsahu zpracování obdoby, a?koli poptávka po atlasu tohoto typu je zna?ná.",,,,,2007
"Sejkora, Ji?í., Kou?imsk?, Ji?í",Atlas minerál? ?eské a Slovenské republiky,,9788020013170,Academia,3,376,,"Kniha je sou?ástí ?ady atlas? p?írodnin ?eské a Slovenské republiky. V úvodních kapitolách jsou popsány základní vlastnosti minerál?, jejich morfologie a zákonitosti jejich vzniku v r?zn?ch geologick?ch podmínkách, atlasová ?ást zahrnuje v?echny d?le?ité druhy minerál? zji?t?né v obou republikách. Fotografie popisovan?ch nerost? jsou z velké ?ásti unikátní ?i poprvé zve?ejn?né.",,,,,2005
Mojetta Angelo,Atlas mo?í a oceán?,,9788024214542,Euromedia Group k.s.,2,188,?esk?,"P?ed vámi le?í v jediném svazku s rozkládacími listy nejv?t?í kniha o mo?ích a oceánech, jaká kdy byla vydána!   Toto dílo vám umo?ní prozkoumat mo?e, oceány a jejich hlubiny, budete cestovat mezi proudy a vlnami, prohlédnete si rozmanitá pob?e?í, abyste se nakonec pono?ili mezi faunu a flóru podmo?sk?ch hlubin a sestoupili a? do nejvzdálen?j?ích oceánsk?ch zákoutí, kde je ?ivot vzácn?j?í a bere na sebe podivuhodné podoby.   Objevíte fotografie obrovsk?ch mo?sk?ch plo?in, zaledn?n?ch pob?e?í, potopen?ch luk, ale také obrázky podmo?sk?ch les?, sopek, oceánsk?ch h?bet?...  P?ed vámi se budou postupn? odvíjet p?sobivé obrazy Velkého bariérového útesu, vodních zahrad, ?ivota kytovc? (velryb a delfín?), medúz nebo svítících ?ivo?ich? ?ijících v nejv?t?ích hloubkách.   Od Atlantského oceánu po oceán Tich?, od Severního ledového oceánu po Antarktidu urazíte dvacet tisíc mil po mo?i i pod mo?em.   Okouzlující barevné p?edstavení vypráv?né odborníkem.  ",,"Kate?ina Danielová, Leo Sigmund",The Great Atlas of Oceans,francouzsk?,2005
"Pokorn?, Vladimír -- Novák, Ivo",Atlas mot?l?,,9788071855699,Paseka,3,268,?esk?,"P?íru?ka je ur?ena v?em zájemc?m o entomologii a sb?ratel?m mot?l?. Textová ?ást obsahuje návod, jak zakládat sbírku mot?l? (metody chytání, sb?ru a preparace mot?l?) a p?ehled zákonem chrán?n?ch mot?l?, dále je zpracována systematika a anatomie mot?l? a jejich ?kodlivost. P?ehled jednotliv?ch ?eledí je dopln?n ?ernobíl?mi pérovkami a barevn?mi tabulemi, které p?edstavují hlavní druhy mot?l? a jejich housenek.",,,,,2003
"MITCHELL, David",Atlas mrak?,,9788073419400,BB/art,13,496,,"Autor v rozsáhlém románu ma?e hranice mezi styly, ?ánry i ?asov?mi rovinami a poutav?m zp?sobem se zam??lí nad nebezpe?ím lidské touhy po moci i jejími mo?n?mi d?sledky. Román byl nominován na Booker Prize a dal?í ceny.",,,,,2006
"Mitchell, David",Atlas mrak?,,9788020426697,"Mladá fronta, a.s.",13,504,?esk?,"Nedobrovoln? cestovatel plavící se v roce 1850 p?es Tich? oceán, vyd?d?n? skladatel obstarávající si nejisté ?ivobytí v Belgii mezi 1. a 2. sv?tovou válkou, ambiciózní noviná?ka pí?ící v Kalifornii v dobách, kdy tam byl guvernérem Ronald Reagan, je?itn? nakladatel ukr?vající se p?ed v??iteli ze zlo?ineckého podsv?tí, geneticky modifikovaná jídlono?ka ?ekající na smrt a Zachry, mlad? ostrovan za?ívající soumrak v?dy a civilizace – to jsou vyprav??i Atlasu mrak?, kte?í odkudsi z potemn?l?ch chodeb d?jin sly?í dozvuky ostatních p?íb?h?. Ka?d? záchv?v ozv?ny více ?i mén? pozm??uje jejich vlastní osudy. V nejo?ekávan?j?í románové adaptaci leto?ního podzimu se objeví hv?zdná herecká sestava: Tom Hanks, Hale Berry, Susan Sarandon a Hugh Grant.",,"Housarová, Jana",Cloud Atlas,anglick?,2012
"Ost?ansk?, Bronislav",Atlas muslimsk?ch stra?ák?,,9788020024282,Academia,2,192,?esk?,"Zájem o islám soustavn? nar?stá, co? se odrá?í v knihkupectvích i v médiích. P?itom ?ada kontroverzních jev?, je? léta plní zpravodajské rubriky, se v základních p?íru?kách o islámu nevyskytuje v?bec nebo jen okrajov?. Nezasv?cen? pozorovatel tak m??e snadno nab?t dojmu, jako by existovaly islámy dva, mediální a ten z knihoven ?i univerzit. A práv? tuto mezeru by rád zaplnil Atlas muslimsk?ch stra?ák?, jen? se zám?rn? soust?edí na ta islámská ?i muslimská témata, která b?vají tolik medializována i diskutována a ?asto p?ijímána s nepochopením ?i obavami. ?tená? zde nalezne hesla leh?í, ale i temn?j?í. Bronislav Ost?ansk?, soustavn? polemiky o islámu sleduje a rozborem vybran?ch „stra?ák?“ by cht?l p?isp?t k lep?ímu chápání islámu a muslim?.",,,,,2014
,Atlas nejkrásn?j?ích míst celého sv?ta,,9788073525255,V. Svojtka & Co.,2,224,,"Tato kniha vám pom??e uskute?nit va?e sny - projít nejvy??í sv?tová poho?í, objevit ztracené m?sto Ink?, plavat mezi korálov?mi útesy nebo pro?ít vzru?ující setkání s r?zn?mi kulturami a tradicemi. Letmé seznámení s nejpozoruhodn?j?ími  a nejkouzeln?j?ími  místy na Zemi  ve Vás zaru?en? probudí neodolatelnou touhu vyrazit na cestu  a p?esv?d?it se na vlastní o?i.",,,,,2007
"Häckel, Hans",Atlas oblak?,,9788020016430,Academia,3,192,?esk?,"Ka?d? z nás jist? ob?as s údivem pozoruje, co p?íroda vykouzlila na obloze. A také se ptá, zda práv? tento oblak má n?jaké ozna?ení, jméno. Odpov?? zcela jist? nalezne v této knize. Na 178 barevn?ch fotografiích jsou zobrazeny v?echny hlavní typy oblak?, rozt?íd?né podle mezinárodní klasifikace do jednotliv?ch skupin (v??kov?ch pater) a druh? (cumulus, stratus, cirrus). K obrázk?m jsou p?ipojeny krátké informativní texty. V úvodních obecn?ch kapitolách je stru?n? popsán proces vzniku, v?voje a zániku oblak?, p?ipojen je stru?n? nástin jejich fyziky.",,,,,2008
"Häckel, Hans",Atlas oblak?,,9788020017833,Academia,3,192,?esk?,"Po krátkém a velmi srozumitelném nahlédnutí do atmosférické fyziky a mezinárodní klasifikace oblak? se kniha v?nuje mnohotvárnosti a kráse oblak?.Vysv?tluje, jak oblaky vznikají a jaké po?así ohla?ují. 178 fascinujících barevn?ch fotografií ukazuje ú?asné bohatství tvar? p?irozen?ch, ale i um?le vytvo?en?ch oblak?: p?vabné beránky i hroziv? p?sobící bou?kové oblaky, vysoké ledové a nízké de??ové oblaky, b??né tvary oblak? i ty, které m??eme pozorovat jen vzácn?. Je p?ipojen i v?klad o nejd?le?it?j?ích optick?ch jevech, jako jsou hala, vedlej?í slunce, koróny a duhy.",,,,,2009
"Hork?, Pavel",Atlas of nutrition and reproduction of breeding boars and sows,,9788075092908,Mendelova univerzita v Brn?,17,106,anglick?,"Cílem publikace je seznámit ?tená?e s aktuální problematikou v oblasti plemenn?ch prasat, s jejich stavem v ?eské republice, krmivovou základnou a zp?sobem odb?ru, v?roby a pou?ití insemina?ních dávek.",,,,,2015
"Dinsdale, A. a kol.",Atlas of Phase Diagrams for Lead-Free Soldering,Volume 1,9788086292281,Vydavatelství KNIHA?,5,289,anglick?,Atlas fázov?ch diagram? pro letování bez pou?ití olova. Studie nov?ch bezolovnat?ch materiál? vhodn?ch pro elektrotechnick? pr?mysl. Neprodejné v ?R.,,,,,2008
"Ptá?ek, Pavel - Ruffini, Flavio V.",Atlas of the Carpathian Macroregion,,9788024423548,Univerzita Palackého v Olomouci,17,60,anglick?,Atlas of the Carpathian Macroregion.,,,,,2010
"Ko?ová, Magdalena",Atlas ortodontick?ch anomálií,,9788087109113,"JUDr. Karel Havlí?ek, Havlí?ek Brain Team",8,144,?esk?,"Atlas ortodontick?ch anomálií je p?ehledem vybran?ch klinick?ch situací, s nimi? se praktick? zubní léka? setkává p?i vy?et?ení a o?et?ení chrupu d?tí i dosp?l?ch. Upozor?uje na symptomy a souvislosti, které vedou k v?asné diagnostice záva?n?ch ortodontick?ch anomálií. Demonstruje rovn?? „urgentní ortodontické diagnózy“, jejich? lé?ba by m?la b?t co nejd?íve zahájena. Obrazov? materiál (rtg snímky a fotografie) vznikal v ka?dodenní léka?ské praxi. Doprovodn? text je zám?rn? minimalizován na základní ortodontickou diagnózu a z ní vypl?vající doporu?ení pro praktického zubního léka?e.",,,,,2008
"Reinschmidt, Matthias",Atlas papou?k?,353 druh? na fotografiích,9788073221423,Nakladatelství Dona s.r.o.,3,384,?esk?,"Nejde o zoologickou odbornou publikaci, ale o populárn? nau?nou p?íru?ku, která shrnuje základní d?le?ité informace o papou?cích a kterou si ?lov?k m??e vzít s sebou do ZOO, pta?ího parku, na v?stavu ?i burzu. Ve stru?n?ch portrétech atlas ukazuje papou?ky, kte?í jsou v sou?asné dob? chováni v Evrop?. V p?íru?ce najde ?tená? velmi p?ehledn? podané informace o v?skytu, stru?né údaje o chovu v lidské pé?i, nárocích toho kterého druhu na v??ivu a nechybí ani doporu?ení velikosti krou?k?. Jsou zde uvedeny i poznatky t?kající se hlu?nosti jednotliv?ch druh? a dal?í d?le?ité informace, jako za?azení v p?ílohách CITES apod. Podrobn? popis nahrazují fotografie. Krom? v?deck?ch a ?esk?ch názv? jsou zde názvy v angli?tin?, n?m?in?, francouz?tin? a ?pan?l?tin?.",,"Du?ková, Jana",,n?meck?,2010
"Adamovi?, Ji?í - Mikulá?, Radek - Cílek, Václav",Atlas pískovcov?ch skalních m?st ?eské a Slovenské republiky,Geologie a geomorfologie,9788020017734,Academia,18,462,?esk?,"Publikace poskytuje úpln? p?ehled geologick?ch a geomorfologick?ch jev?, s nimi? se lze setkat v ?esk?ch a slovensk?ch pískovcov?ch krajinách, a podává jejich vysv?tlení, zalo?ené na nejnov?j?ích v?deck?ch poznatcích. Zahrnuje i r?zné formy lidsk?ch zásah? do pískovce. Krom? stovky v?cn?ch hesel obsahuje také 80 regionálních hesel s charakteristikou hlavních pískovcov?ch oblastí. Ka?dé heslo je doprovázeno dv?ma a? ?ty?mi barevn?mi fotografiemi. Kniha je ur?ena pro v?echny zájemce o pískovcové skály, ale také pro cestovatele a milovníky p?írody v?bec.",,,,,2010
"SAMBRAUS, Hans Hinrich",Atlas plemen hospodá?sk?ch zví?at,,9788020903440,Brázda,4,296,,"Atlas poskytuje p?ehled o plemenech, jejich? stavy jsou vysoké a mají rozhodující produk?ní v?znam, ale i o plemenech mén? znám?ch, krajov?ch ?i chovan?ch jako genové rezervy.",,"Z n?m. p?el. B. Suchánek, F. Horák, D. Misa?, I. M",,,2006
"Sambraus, Hans Hinrich",Atlas plemen hospodá?sk?ch zví?at,,9788020904027,Brázda,4,296,?esk?,"Atlas plemen hospodá?sky nejv?znamn?j?ích druh? zví?at - skotu, ovcí, koz, koní, osl? a mul, prasat",,,,n?meck?,2014
"Tolasz, Radim, a kol.",Atlas podnebí ?eska,Climate Atlas of Czechia,9788024416267,Univerzita Palackého v Olomouci,18,256,?esk?,"Hledáte místo s nejdel?ím slune?ním svitem? Zajímá vás kolik tropick?ch dn? m??ete ro?n? ?ekat ve va?em m?st?? Pot?ebujete v?d?t, jak ?asto u vás pr?í? Odpov?? na tyto a dal?í podobné otázky vám dá publikace Atlas podnebí ?eska.  Atlas je podobn? encyklopedii a pat?í k nejkomplexn?j?ím publikacím o klimatu ?eské republiky. Na 256 stranách najdete více ne? 300 map, 150 graf? a mno?ství názorn?ch fotografií s vysv?tlujícím textov?m doprovodem v ?e?tin? i angli?tin?. Kapitoly jsou p?ehledn? uspo?ádané podle jednotliv?ch prvk? nap?. teploty, srá?ek, sn?hu, vlhkosti, slune?ního svitu nebo v?tru a obsahují v?t?inou mapy za období let 1961–2000. Dlouhodob? pohled je dopln?n zpracováním vybran?ch v?jime?n?ch situací v uplynulém období, mezi které pat?í i povodn? z posledního desetiletí.",,,,,2007
,Atlas potáp??sk?ch míst celého sv?ta,,9788072377992,V. Svojtka & Co.,18,0,,"1206    Atlas potáp??sk?ch míst celého sv?ta Atlas je rozd?len podle jednotliv?ch oceán? a v jejich rámci vymezen?ch oblastí. Za?ínáme Atlantsk?m oceánem a pokra?ujeme dál ve sm?ru ze západu na v?chod a ze severu na jih. Z ka?dé oblasti jsme pro vás vybrali ty nejpopulárn?j?í lokality, pokr?vající ?irokou ?kálu typ? podmo?ského prost?edí a zem?pisn?ch podmínek. V?b?r, kter? vám zde p?edkládáme, je oslavou podmo?ského sv?ta, ur?en? ?irokému spektru zájemc? o potáp?ní, a to jak aktivních, tak t?ch ?ist? teoretick?ch.  Váz., 299 str., 275 x 325 mm Cena: 799 K?  vyd. 29. 10. 04 ISBN 80-7237-799-X EAN 978-80-7237-799-2  ",,,,,2004
"Karas, Petr - Kupka, Karel",Atlas prezidentsk?ch voleb USA (1896–2012),,9788087343203,Nakladatelství P3K,2,40,?esk?,"Atlas prezidentsk?ch voleb USA je zcela originálním produktem na na?em kni?ním trhu!  Formou map, graf?, tabulek a textu seznamuje ?tená?e s pr?b?hem voleb v USA za posledních více ne? 100 let. Ve své úvodní ?ásti vysv?tluje postavení amerického prezidenta a principy prezidentsk?ch voleb, v?etn? jejich historického v?voje, záv?re?ná ?ást je v?nována shrnujícímu pohledu na prezidentské volby za poslední století.  Formou medailonk? charakterizuje jednotlivé prezidenty USA a hlavní události jejich funk?ního období.",,,,,2013
